Function,Gene
GO:0004498,1594
GO:0006766,1594
GO:0010956,1594
GO:0010980,1594
GO:0033280,1594
GO:0036378,1594
GO:0042359,1594
GO:0042369,1594
GO:0070314,1594
GO:0070564,1594
GO:0004676,5170
GO:0010594,5170
GO:0010667,5170
GO:0016004,5170
GO:0034122,5170
GO:0043122,5170
GO:0043274,5170
GO:0043304,5170
GO:0015433,6892
GO:0042288,6892
GO:0042886,6892
GO:0046978,6892
GO:0046979,6892
GO:0050823,6892
GO:0061635,6892
GO:0071556,6892
GO:0002028,5187
GO:0043124,5187
GO:1900015,5187
GO:0001786,6247
GO:0016062,6247
GO:0019897,6247
GO:0005684,7737
GO:0034247,7737
GO:0015267,9127
GO:0003016,7403
GO:0032525,7403
GO:0048570,7403
GO:0002232,2867
GO:0002673,2867
GO:0032691,4210
GO:0032695,4210
GO:0071641,4210
GO:1900016,4210
GO:1900226,4210
GO:0022894,3783
GO:0071435,3783
GO:0005689,1665
GO:0043279,1665
GO:0071008,1665
GO:0034499,9905
GO:0001939,200424
GO:0001940,200424
GO:0044727,200424
GO:0070579,200424
GO:0080111,200424
GO:0061343,23768
GO:0031931,9675
GO:0032006,9675
GO:0032794,5364
GO:0033689,5364
GO:0043931,5364
GO:1900220,5364
GO:0000183,23378
GO:0033553,23378
GO:0042149,23378
GO:0046015,23378
GO:0072332,23378
GO:0034236,9867
GO:0030621,9128
GO:0071001,9128
GO:0097525,9128
GO:0001574,51046
GO:0009100,51046
GO:1990743,51046
GO:0008401,1592
GO:0004617,26227
GO:0006566,26227
GO:0009070,26227
GO:0019530,26227
GO:0021782,26227
GO:0045333,4724
GO:0007202,395
GO:0051497,395
GO:0043522,1406
GO:0046534,1406
GO:0035861,5252
GO:0045814,5252
GO:0061086,5252
GO:0016520,2862
GO:0051026,4439
GO:0030382,5414
GO:0097227,5414
GO:0015174,6545
GO:0015179,6545
GO:0015807,6545
GO:1902475,6545
GO:1990822,6545
GO:0010724,23543
GO:0004020,9061
GO:0004781,9061
GO:0050428,9061
GO:0031396,6478
GO:0031624,6478
GO:0000812,10467
GO:0043486,10467
GO:0007126,9183
GO:0034501,9183
GO:1990423,9183
GO:0006560,5625
GO:0010133,5625
GO:0010942,5625
GO:0019470,5625
GO:0045687,6692
GO:2000178,6692
GO:0004555,11181
GO:0005991,11181
GO:0005993,11181
GO:0003831,9334
GO:0018146,9334
GO:0000481,9092
GO:0045585,9092
GO:0034235,8733
GO:0043519,1613
GO:2001241,1613
GO:0030579,7041
GO:0048495,7041
GO:0050681,7041
GO:0044599,9907
GO:0003091,112
GO:0007190,112
GO:0008294,112
GO:0034199,112
GO:0035811,112
GO:0042312,112
GO:0071380,112
GO:0071870,112
GO:1904117,112
GO:1904322,112
GO:0061333,9788
GO:0072102,9788
GO:0072160,9788
GO:2001013,9788
GO:0000829,23262
GO:0052723,23262
GO:0052724,23262
GO:0005275,366
GO:0005345,366
GO:0005350,366
GO:0005372,366
GO:0006863,366
GO:0015166,366
GO:0015265,366
GO:0015288,366
GO:0015722,366
GO:0015791,366
GO:0015837,366
GO:0030104,366
GO:0046689,366
GO:0046942,366
GO:0046943,366
GO:0002726,6885
GO:0007223,6885
GO:0032743,6885
GO:0070349,8823
GO:2000546,8823
GO:0001936,8823
GO:1903670,8823
GO:0005113,50846
GO:0030238,50846
GO:0033327,50846
GO:0043517,9521
GO:2000774,9521
GO:0005844,4440
GO:0008266,4440
GO:0033091,8767
GO:0042098,8767
GO:0045627,8767
GO:0050700,8767
GO:0070427,8767
GO:0070431,8767
GO:0070671,8767
GO:0070673,8767
GO:1904417,8767
GO:0021568,3199
GO:0021658,3199
GO:0035284,3199
GO:0021615,3200
GO:0048645,3200
GO:0060017,3200
GO:0071837,3200
GO:0061157,10236
GO:0015036,9352
GO:0007215,2895
GO:0043523,2895
GO:0004445,8867
GO:0016191,8867
GO:0043812,8867
GO:0052658,8867
GO:0097060,8867
GO:1901632,8867
GO:1903390,8867
GO:1904980,8867
GO:0016281,8672
GO:0001945,6899
GO:0021644,6899
GO:0035909,6899
GO:0042473,6899
GO:0043587,6899
GO:0048752,6899
GO:0060415,6899
GO:0070166,6899
GO:0097152,6899
GO:2000027,6899
GO:2001037,6899
GO:2001054,6899
GO:0016018,10465
GO:0000023,8972
GO:0004339,8972
GO:0004558,8972
GO:0005983,8972
GO:0016160,8972
GO:0032450,8972
GO:0044245,8972
GO:0036500,51360
GO:1990440,51360
GO:0000792,6839
GO:0036123,6839
GO:0036124,6839
GO:0048511,6839
GO:0009635,27429
GO:0019742,27429
GO:1902176,27429
GO:0000987,9314
GO:0001010,9314
GO:0007500,9314
GO:0009913,9314
GO:0014740,9314
GO:0031077,9314
GO:0034115,9314
GO:0035166,9314
GO:0044798,9314
GO:0045415,9314
GO:0046985,9314
GO:0048662,9314
GO:0048679,9314
GO:0048730,9314
GO:0051247,9314
GO:0060761,9314
GO:0071409,9314
GO:0071499,9314
GO:1904998,9314
GO:2000342,9314
GO:2000679,9314
GO:0010369,11339
GO:0004032,8574
GO:0004033,8574
GO:0006081,8574
GO:0019119,8574
GO:0044597,8574
GO:0044598,8574
GO:0042622,8842
GO:0042805,8842
GO:0072112,8842
GO:0072139,8842
GO:2000768,8842
GO:0042731,2037
GO:0010045,8913
GO:0060371,8913
GO:0086015,8913
GO:0086016,8913
GO:0086018,8913
GO:0086027,8913
GO:0086045,8913
GO:0086046,8913
GO:0086056,8913
GO:0086059,8913
GO:0086091,8913
GO:0000722,5889
GO:0007066,5889
GO:0007141,5889
GO:0033065,5889
GO:0070192,5889
GO:0048476,5889
GO:0008821,5889
GO:0016236,10542
GO:0061462,10542
GO:0008532,11041
GO:0030311,11041
GO:2001238,407977
GO:2001238,8742
GO:0008272,5172
GO:0015106,5172
GO:0015108,5172
GO:0015111,5172
GO:0015698,5172
GO:0015705,5172
GO:0019531,5172
GO:0019532,5172
GO:0051453,5172
GO:0005522,7456
GO:0051707,7456
GO:0021650,5205
GO:1901612,5205
GO:0001783,10018
GO:0001844,10018
GO:0002262,10018
GO:0043583,10018
GO:0046620,10018
GO:0048066,10018
GO:0048070,10018
GO:0048563,10018
GO:0060139,10018
GO:0060154,10018
GO:0097140,10018
GO:0097141,10018
GO:1902237,10018
GO:1902263,10018
GO:1903896,10018
GO:2000271,10018
GO:0007127,10018
GO:0001542,2309
GO:0001544,2309
GO:0001547,2309
GO:0045648,2309
GO:2000377,2309
GO:0005251,3786
GO:0060081,3786
GO:0016232,9486
GO:0003170,4091
GO:0007352,4091
GO:0060976,4091
GO:0070698,4091
GO:0071140,7517
GO:0090267,7517
GO:0090656,7517
GO:0050769,7516
GO:2000269,7516
GO:0003012,8910
GO:0032590,8910
GO:0008588,8740
GO:0002260,27040
GO:0010070,10636
GO:0016604,10636
GO:0031914,10636
GO:0043620,10636
GO:0055064,771
GO:0001778,9066
GO:0032009,9066
GO:0046850,9066
GO:0070092,9066
GO:0090119,9066
GO:0090385,9066
GO:1990927,9066
GO:0002192,8562
GO:0032790,8562
GO:0015932,11260
GO:0071528,11260
GO:0042809,55806
GO:0046966,55806
GO:0030291,10253
GO:0031345,10253
GO:0032587,10253
GO:0040037,10253
GO:0043539,10253
GO:0051387,10253
GO:0060437,10253
GO:0009931,1641
GO:0004966,8811
GO:0007194,8811
GO:0042923,8811
GO:1902608,8811
GO:0061564,10251
GO:0031771,3060
GO:0031772,3060
GO:0051970,3060
GO:0051971,3060
GO:0008188,3061
GO:0045187,3061
GO:1901652,3061
GO:0022410,3062
GO:0001837,6591
GO:0003198,6591
GO:0003273,6591
GO:0010957,6591
GO:0014032,6591
GO:0032642,6591
GO:0033629,6591
GO:0035066,6591
GO:0035921,6591
GO:0043473,6591
GO:0043518,6591
GO:0045667,6591
GO:0060429,6591
GO:0060536,6591
GO:0060693,6591
GO:0070563,6591
GO:1900387,6591
GO:1902230,6591
GO:2000811,6591
GO:0000920,27243
GO:0031468,27243
GO:0050792,27243
GO:1901673,27243
GO:1902188,27243
GO:1903723,27243
GO:1904903,27243
GO:0007176,8440
GO:0036493,8440
GO:1903898,8440
GO:1903912,8440
GO:1990441,8440
GO:0039532,7105
GO:1901223,7105
GO:0000974,5356
GO:0071011,5356
GO:0080008,5356
GO:0005662,5356
GO:0000022,9055
GO:0070938,9055
GO:0051983,7756
GO:1990047,7756
GO:0010669,9079
GO:0044089,9079
GO:0001763,6943
GO:0001944,6943
GO:0014707,6943
GO:0032835,6943
GO:0048608,6943
GO:0048732,6943
GO:0060008,6943
GO:0060425,6943
GO:0060426,6943
GO:0060435,6943
GO:0060539,6943
GO:0060541,6943
GO:0060766,6943
GO:0072162,6943
GO:0072277,6943
GO:0015105,439
GO:0043492,439
GO:0007063,699
GO:0071173,699
GO:0033597,9184
GO:1990298,9184
GO:0001508,9465
GO:0051018,9465
GO:1901381,9465
GO:1902261,9465
GO:0006576,27284
GO:0009812,27284
GO:0018958,27284
GO:0042403,27284
GO:0031143,81
GO:0032417,81
GO:0035357,81
GO:0048549,81
GO:0051271,81
GO:0051272,81
GO:1901224,81
GO:0016034,2954
GO:0002087,30012
GO:0090201,51499
GO:0097035,51499
GO:1902166,51499
GO:2001140,51499
GO:1990050,51499
GO:0030956,283459
GO:0050567,283459
GO:0070681,283459
GO:0005686,27336
GO:0048305,10758
GO:0042985,9452
GO:0090162,9265
GO:0005952,5565
GO:0042304,5565
GO:0004679,5565
GO:0010922,63928
GO:0070886,63928
GO:0030669,164
GO:0043323,164
GO:0050690,164
GO:0090160,164
GO:0048169,9145
GO:0001707,3196
GO:0050774,3196
GO:1903071,6449
GO:1904288,6449
GO:0008200,2029
GO:0019212,2029
GO:0019870,2029
GO:0051721,2029
GO:0015227,788
GO:1902616,788
GO:0000146,4430
GO:0060830,8636
GO:0000295,10478
GO:0005347,10478
GO:0015217,10478
GO:0015228,10478
GO:0015230,10478
GO:0015866,10478
GO:0015867,10478
GO:0035349,10478
GO:0035350,10478
GO:0043132,10478
GO:0044610,10478
GO:0051724,10478
GO:0080121,10478
GO:0080122,10478
GO:1901679,10478
GO:0017091,11051
GO:0042382,11051
GO:0050750,10314
GO:0034511,9136
GO:0008535,9997
GO:0033906,8372
GO:0071493,8372
GO:0031065,10270
GO:0033127,10270
GO:0044839,10270
GO:0017151,10270
GO:0008499,8707
GO:0009312,8707
GO:0015152,2542
GO:0061513,2542
GO:0003279,7541
GO:0006103,3420
GO:0006734,3420
GO:0048408,4898
GO:0051044,4898
GO:0072600,374868
GO:0031440,10768
GO:0032412,10768
GO:0033353,10768
GO:0042045,10768
GO:0044070,10768
GO:0006968,922
GO:0015211,9153
GO:0015860,9153
GO:0006990,10488
GO:0019043,10488
GO:0019046,10488
GO:0090045,10488
GO:1902236,10488
GO:2000326,10488
GO:0001888,2137
GO:0002281,7305
GO:0002283,7305
GO:2001204,7305
GO:0005172,2277
GO:0030947,2277
GO:0043185,2277
GO:0060754,2277
GO:0001517,8534
GO:0005976,8534
GO:0006790,8534
GO:0042339,8534
GO:0045130,8534
GO:0045060,326
GO:0002518,10563
GO:0002920,10563
GO:0031724,10563
GO:0035768,10563
GO:0035769,10563
GO:0048535,10563
GO:2000545,10563
GO:0060152,5189
GO:0071168,5885
GO:0001758,57016
GO:0016488,57016
GO:0045550,57016
GO:0047718,57016
GO:0005521,665
GO:0035694,665
GO:0061099,9467
GO:0015015,9394
GO:0017095,9394
GO:0070847,9282
GO:0031092,5099
GO:0014718,6665
GO:0045843,6665
GO:0048627,6665
GO:0070318,6665
GO:2000288,6665
GO:0002189,5636
GO:0005105,8822
GO:0031642,11202
GO:0050807,11202
GO:0010636,5071
GO:0010637,5071
GO:0031648,5071
GO:0032232,5071
GO:0032368,5071
GO:0034620,5071
GO:0035519,5071
GO:0036503,5071
GO:0042053,5071
GO:0042415,5071
GO:0042417,5071
GO:0043388,5071
GO:0044314,5071
GO:0044828,5071
GO:0051582,5071
GO:0051583,5071
GO:0070050,5071
GO:0071287,5071
GO:0085020,5071
GO:0097413,5071
GO:0097602,5071
GO:1900407,5071
GO:1901800,5071
GO:1902283,5071
GO:1902530,5071
GO:1902803,5071
GO:1903202,5071
GO:1903265,5071
GO:1903351,5071
GO:1903377,5071
GO:1903378,5071
GO:1903382,5071
GO:1903861,5071
GO:1904049,5071
GO:1990381,5071
GO:1990444,5071
GO:1990452,5071
GO:2000378,5071
GO:0016584,8467
GO:0043596,8467
GO:0008355,109
GO:0005078,9043
GO:0008432,9043
GO:0048273,9043
GO:0051149,9043
GO:0090074,9043
GO:0034190,3800
GO:0043951,23295
GO:0000002,4976
GO:0007007,4976
GO:0014042,4976
GO:0019896,4976
GO:0030061,4976
GO:0031314,4976
GO:1900006,4976
GO:0021540,9839
GO:0021957,9839
GO:0045636,9839
GO:0048023,9839
GO:0061373,9839
GO:0097324,9839
GO:1902748,9839
GO:1903056,9839
GO:0000835,10299
GO:0006482,23028
GO:0010725,23028
GO:0032451,23028
GO:0032453,23028
GO:0033184,23028
GO:0034648,23028
GO:0034720,23028
GO:0045654,23028
GO:0046886,23028
GO:0051572,23028
GO:0051573,23028
GO:0061752,23028
GO:0071480,23028
GO:1990391,23028
GO:2000179,23028
GO:0031339,9882
GO:0010002,110599564
GO:0010002,110599583
GO:0010002,9718
GO:0002667,23239
GO:2000785,23232
GO:0033278,8323
GO:0035880,8323
GO:1904693,8323
GO:0006473,26471
GO:0031401,26471
GO:2000194,26471
GO:0016247,10368
GO:2000311,10368
GO:0043268,26959
GO:2000870,2661
GO:0030594,116444
GO:0042165,116444
GO:0048731,390874
GO:0002080,148229
GO:0000248,3992
GO:0045485,3992
GO:0046456,3992
GO:0060113,1687
GO:0070593,1826
GO:1904381,10905
GO:0071895,1747
GO:0035469,7547
GO:0035545,7547
GO:0071907,7547
GO:0071910,7547
GO:0048841,10154
GO:0032307,2182
GO:0044233,2182
GO:0047676,2182
GO:0070672,2182
GO:0070676,8724
GO:2000642,8724
GO:0001894,8029
GO:0032836,4868
GO:0035418,4868
GO:0016231,10724
GO:0071880,115
GO:0051495,10174
GO:0070934,10492
GO:0070937,10492
GO:0071204,10492
GO:0090367,10492
GO:0097452,10492
GO:1990635,10492
GO:0003945,8703
GO:0006643,8702
GO:0045947,8637
GO:0046326,1389
GO:0046889,1389
GO:0001659,1149
GO:0035634,1149
GO:0050710,1149
GO:0050995,1149
GO:0008446,2762
GO:0019673,2762
GO:0042351,2762
GO:0070401,2762
GO:0018008,9397
GO:0008024,904
GO:0045737,904
GO:0097322,904
GO:1901409,904
GO:0002092,26585
GO:0003337,26585
GO:0007171,26585
GO:0016015,26585
GO:0030297,26585
GO:0030502,26585
GO:0043184,26585
GO:0046851,26585
GO:0048263,26585
GO:0060173,26585
GO:0060676,26585
GO:0090027,26585
GO:0090190,26585
GO:0090191,26585
GO:0090291,26585
GO:1900086,26585
GO:1900158,26585
GO:2000273,26585
GO:0032872,26585
GO:0072331,26585
GO:0000778,701
GO:0007091,701
GO:0001886,8985
GO:0033823,8985
GO:0050211,8985
GO:0070831,8985
GO:0000307,905
GO:0019085,905
GO:0019086,905
GO:0051147,905
GO:0034146,7100
GO:0002374,7097
GO:0032613,7097
GO:0032741,7097
GO:0035325,7097
GO:0035354,7097
GO:0038123,7097
GO:0038124,7097
GO:0042497,7097
GO:0042834,7097
GO:0071221,7097
GO:0071726,7097
GO:0071727,7097
GO:0008046,2676
GO:0032886,1729
GO:0051279,1729
GO:0071420,1729
GO:0014005,10100
GO:0048709,10100
GO:2000369,9892
GO:0051601,11336
GO:0042573,54600
GO:0045922,54600
GO:0051552,54600
GO:0052695,54600
GO:0052696,54600
GO:0052697,54600
GO:1904224,54600
GO:2001030,54600
GO:0017144,54600
GO:0009187,5151
GO:0030239,10324
GO:0031275,10324
GO:0045661,10324
GO:2000291,10324
GO:0005477,9194
GO:0050833,9194
GO:0008853,5810
GO:0051598,5810
GO:0042276,5980
GO:0007167,3717
GO:0007260,3717
GO:0007262,3717
GO:0031702,3717
GO:0031959,3717
GO:0032516,3717
GO:0033160,3717
GO:0035401,3717
GO:0035409,3717
GO:0035722,3717
GO:0038083,3717
GO:0042503,3717
GO:0042506,3717
GO:0045822,3717
GO:0050867,3717
GO:0051428,3717
GO:0060397,3717
GO:0060399,3717
GO:0071535,7975
GO:0034969,10196
GO:0036458,27286
GO:0071625,27286
GO:0090050,27286
GO:0003979,7358
GO:0006065,7358
GO:0008282,10060
GO:0030017,10060
GO:0050859,9404
GO:0005915,1500
GO:0034332,1500
GO:0009642,9187
GO:0019867,9187
GO:0003880,23463
GO:0004671,23463
GO:0006481,23463
GO:0043687,23463
GO:0046498,23463
GO:0046499,23463
GO:0014832,8398
GO:0032049,8398
GO:0043008,8398
GO:0045909,8398
GO:0047499,8398
GO:0051967,8398
GO:0090037,8398
GO:1901339,8398
GO:0005222,348980
GO:0045176,348980
GO:0046549,348980
GO:0030905,6643
GO:0072673,6643
GO:1990459,6643
GO:1990460,6643
GO:0004667,27306
GO:2000255,27306
GO:0004169,8813
GO:0004582,8813
GO:0019348,8813
GO:0033185,8813
GO:0035268,8813
GO:0048211,8615
GO:0007576,6940
GO:0015234,10560
GO:0015403,10560
GO:0015888,10560
GO:0042723,10560
GO:0071934,10560
GO:0001158,9095
GO:0000788,85236
GO:0006089,5208
GO:0006893,28952
GO:0007253,28952
GO:0000380,10084
GO:0071598,10084
GO:0015813,11230
GO:0000495,1736
GO:0031118,1736
GO:0031120,1736
GO:0031429,1736
GO:0034513,1736
GO:0072589,1736
GO:0090661,1736
GO:0090669,1736
GO:1904851,1736
GO:1904874,1736
GO:1990481,1736
GO:0060205,653808
GO:0032897,10206
GO:1902187,10206
GO:0070173,9313
GO:0045879,9283
GO:0018885,10294
GO:0042026,10294
GO:1901407,23476
GO:2000002,23476
GO:0035255,4983
GO:1901799,4983
GO:0030819,10267
GO:0031623,10267
GO:0031716,10267
GO:0060050,10267
GO:0097084,10266
GO:2001214,10266
GO:0001921,10268
GO:0086103,10268
GO:0003209,6474
GO:2000172,6474
GO:0006684,6610
GO:0006687,6610
GO:0016807,1515
GO:0030984,1515
GO:0034698,1515
GO:0031573,3364
GO:0044778,3364
GO:0004865,6992
GO:0043137,246243
GO:0007625,1497
GO:0015184,1497
GO:0015811,1497
GO:0000729,4683
GO:0030174,4683
GO:0031860,4683
GO:0031954,4683
GO:0032206,4683
GO:0042405,4683
GO:0045190,4683
GO:1904354,4683
GO:0010804,8996
GO:0014736,8996
GO:0014808,8996
GO:0014876,8996
GO:0035877,8996
GO:0042345,8996
GO:0060547,8996
GO:0089720,8996
GO:1902109,8996
GO:0042340,11081
GO:0046684,6327
GO:0086002,6327
GO:0086006,6327
GO:0086012,6327
GO:0004484,8732
GO:0004651,8732
GO:0008192,8732
GO:0050355,8732
GO:0098507,8732
GO:2000144,4286
GO:2001141,4286
GO:0003363,23380
GO:0021816,23380
GO:0046847,23380
GO:2001223,23380
GO:0021935,5362
GO:0003062,9722
GO:0010750,9722
GO:0045428,9722
GO:0060307,9722
GO:0098901,9722
GO:1901841,9722
GO:1902514,9722
GO:1903762,9722
GO:2000170,9722
GO:1990454,9722
GO:0072318,9829
GO:0032483,9909
GO:0060049,2218
GO:0048713,9948
GO:0033077,8324
GO:0038031,8324
GO:0042666,8324
GO:0060231,8324
GO:0033563,6585
GO:0048853,6585
GO:0051964,6585
GO:0021834,6585
GO:0051414,6586
GO:0061364,6586
GO:0070100,6586
GO:0050771,4038
GO:0051124,4038
GO:0051290,4038
GO:0097104,4038
GO:0097105,4038
GO:1901631,4038
GO:1904395,4038
GO:0016600,4038
GO:0052593,314
GO:0052594,314
GO:0052595,314
GO:0052596,314
GO:0005080,11155
GO:0045616,9475
GO:0071394,9475
GO:0072518,9475
GO:0010470,23122
GO:0031113,23122
GO:0045180,23122
GO:0090091,23122
GO:1903690,23122
GO:1903754,23122
GO:1904261,23122
GO:1990782,23122
GO:0042780,26024
GO:0033504,23242
GO:0044294,23242
GO:0048669,23242
GO:0051639,23242
GO:1900029,23242
GO:0060187,23245
GO:1990130,9681
GO:0042104,23308
GO:0034067,23363
GO:1990393,23363
GO:0033503,9810
GO:0033523,9810
GO:1902916,9810
GO:2001168,9810
GO:0061188,5253
GO:0000346,9877
GO:0051959,9727
GO:0061512,9727
GO:0070164,9727
GO:0010265,23066
GO:0007175,9655
GO:0045629,9655
GO:0071638,9655
GO:1904988,9655
GO:0035845,261734
GO:0097470,261734
GO:0016577,9682
GO:0051864,9682
GO:1902954,23317
GO:2000641,23317
GO:1900245,26057
GO:1900246,26057
GO:0000805,23309
GO:0000806,23309
GO:0016580,23309
GO:0030849,23309
GO:0048738,23309
GO:0015410,9914
GO:0071421,9914
GO:0045109,10049
GO:0060715,10049
GO:0060717,10049
GO:0090084,10049
GO:0004856,9942
GO:0005997,9942
GO:0005998,9942
GO:0019640,9942
GO:0042732,9942
GO:0016557,8800
GO:0044375,8800
GO:0006007,4041
GO:0035426,4041
GO:0042074,4041
GO:0048539,4041
GO:0060033,4041
GO:0060764,4041
GO:0061304,4041
GO:0071936,4041
GO:1902262,4041
GO:1904928,4041
GO:1990851,4041
GO:0016655,374291
GO:1900745,4616
GO:0014802,6253
GO:0046324,6253
GO:0065002,6253
GO:0008210,10720
GO:0009813,10720
GO:0016934,8001
GO:0016935,8001
GO:0022852,8001
GO:0060012,8001
GO:0001833,8882
GO:0001834,8882
GO:0030576,8882
GO:0031641,8882
GO:0033120,8882
GO:0042023,8882
GO:0045927,8882
GO:0071931,8882
GO:1902742,8882
GO:1990261,8882
GO:2000672,8882
GO:0006119,2631
GO:0006754,2631
GO:2000984,2631
GO:0009628,8303
GO:0021988,8482
GO:0036324,10016
GO:0060090,10016
GO:0004052,242
GO:0070257,242
GO:1990136,242
GO:0034587,8468
GO:0043046,8468
GO:0008553,9550
GO:0019076,9525
GO:0032510,9525
GO:0033993,9525
GO:0043162,9525
GO:0051261,9525
GO:0061738,9525
GO:0090543,9525
GO:0090611,9525
GO:1903542,9525
GO:1903724,9525
GO:1903902,9525
GO:0008894,955
GO:0045134,955
GO:0009134,956
GO:0017110,956
GO:0004382,957
GO:0021979,5626
GO:0048850,5626
GO:0060126,5626
GO:0070306,5309
GO:0004727,11156
GO:0000182,9555
GO:0001739,9555
GO:0007549,9555
GO:0033128,9555
GO:0034184,9555
GO:0071169,9555
GO:1901837,9555
GO:1902750,9555
GO:1904815,9555
GO:0061187,9555
GO:0003334,2317
GO:0042975,9611
GO:0072362,9611
GO:0072368,9611
GO:1903799,9611
GO:2000191,9611
GO:0035493,8674
GO:0072358,4726
GO:0016561,5195
GO:0036250,5195
GO:0044721,5195
GO:1901094,5195
GO:0031102,8408
GO:0031669,8408
GO:0097629,8408
GO:0097632,8408
GO:0097635,8408
GO:0021914,7289
GO:0021953,7289
GO:0060434,7289
GO:0060831,7289
GO:0061548,7289
GO:1901621,7289
GO:0030991,7289
GO:0006865,8501
GO:0015175,8501
GO:0015804,8501
GO:0005762,9553
GO:0033043,9554
GO:0001662,10522
GO:0033599,10522
GO:0051575,10721
GO:0097681,10721
GO:2000042,10721
GO:0000076,8318
GO:0005656,8318
GO:0006267,8318
GO:0031261,8318
GO:0031298,8318
GO:0031938,8318
GO:0043138,8318
GO:1902977,8318
GO:0030906,9559
GO:0097422,9559
GO:0009060,9512
GO:0035315,7399
GO:0048496,7399
GO:0001935,2081
GO:0006987,2081
GO:0036289,2081
GO:0070054,2081
GO:0070055,2081
GO:1900103,2081
GO:1901142,2081
GO:1990332,2081
GO:1990579,2081
GO:1990597,2081
GO:1990604,2081
GO:1990630,2081
GO:0097058,9244
GO:0005127,9244
GO:0042908,8856
GO:0046618,8856
GO:0009994,8549
GO:0033613,11168
GO:0035327,11168
GO:0075713,11168
GO:0097100,11168
GO:0045541,10613
GO:0000125,6871
GO:1904929,2239
GO:0016482,10772
GO:0050733,10772
GO:0007042,1203
GO:0042551,1203
GO:0070085,1203
GO:0035987,3281
GO:0008366,5010
GO:0042130,27242
GO:0097252,27242
GO:2000663,27242
GO:2000666,27242
GO:2001180,27242
GO:0004165,10455
GO:0006349,8726
GO:0007084,8815
GO:0034693,23451
GO:0070966,7812
GO:0007494,1600
GO:0021589,1600
GO:0021813,1600
GO:0097477,1600
GO:0002757,8935
GO:0035196,8575
GO:0006449,9617
GO:0001635,27297
GO:0009360,27297
GO:0034680,8515
GO:0098639,8515
GO:0003344,4040
GO:0005041,4040
GO:0014029,4040
GO:0014033,4040
GO:0030917,4040
GO:0034392,4040
GO:0035261,4040
GO:0044335,4040
GO:0060026,4040
GO:0060059,4040
GO:0060535,4040
GO:0071397,4040
GO:0090118,4040
GO:0090245,4040
GO:1904948,4040
GO:1904953,4040
GO:2000055,4040
GO:0001818,9252
GO:0033129,9252
GO:0035175,9252
GO:0043987,9252
GO:0043990,9252
GO:0001128,10001
GO:0051123,10001
GO:0003139,8928
GO:0003215,8928
GO:0003222,8928
GO:0032444,8928
GO:0035054,8928
GO:0048318,8928
GO:2000824,8928
GO:0002221,8993
GO:0016019,8993
GO:0016045,8993
GO:0032827,8993
GO:0044117,8993
GO:0008890,23464
GO:0019518,23464
GO:0045475,9099
GO:0048512,9099
GO:0048642,9099
GO:0048643,9099
GO:0042997,10434
GO:0001893,639
GO:0031665,639
GO:0045579,639
GO:0060576,639
GO:1990654,639
GO:0015840,7380
GO:0055075,7380
GO:0055078,7380
GO:0060157,7380
GO:0032914,8710
GO:0032967,8710
GO:0072126,8710
GO:0090362,8710
GO:1902679,8547
GO:0000354,23020
GO:0002143,55687
GO:0016783,55687
GO:0070903,55687
GO:0034048,261726
GO:0060287,8481
GO:2000278,10040
GO:0004711,8986
GO:0001652,6838
GO:0032688,5495
GO:0042347,5495
GO:0043533,11033
GO:0030280,57830
GO:0000447,27340
GO:0000472,27340
GO:0000480,27340
GO:0000972,9631
GO:0036228,9631
GO:0044611,9631
GO:0086014,9631
GO:0005243,2707
GO:0005921,2707
GO:0097524,2880
GO:0018400,10491
GO:0032991,10491
GO:1901874,10491
GO:0015172,8604
GO:0015183,8604
GO:0015810,8604
GO:0043490,8604
GO:0089712,8604
GO:0051615,6581
GO:0047273,8706
GO:0015278,8989
GO:0019233,8989
GO:0048265,8989
GO:0050955,8989
GO:0050966,8989
GO:0050968,8989
GO:0097604,8989
GO:0031750,5064
GO:0060160,5064
GO:0002003,10159
GO:0021903,10159
GO:0048069,10159
GO:0060323,10159
GO:0032299,10535
GO:0036159,51364
GO:0010955,23645
GO:0032058,23645
GO:0035308,23645
GO:0036496,23645
GO:0042220,23645
GO:0060734,23645
GO:0070262,23645
GO:0070972,23645
GO:0071236,23645
GO:0071322,23645
GO:0071862,23645
GO:0072703,23645
GO:0072732,23645
GO:0090648,23645
GO:0090650,23645
GO:1902310,23645
GO:1903917,23645
GO:1904308,23645
GO:1904310,23645
GO:1904312,23645
GO:1904314,23645
GO:0002181,8669
GO:0000253,874
GO:0004090,874
GO:0042376,874
GO:0006029,11061
GO:0071318,10518
GO:0030121,8906
GO:0030327,10269
GO:0071586,10269
GO:0033489,6309
GO:0033490,6309
GO:1903232,79090
GO:0006097,3417
GO:0006740,3417
GO:0048545,3417
GO:0051990,3417
GO:0060696,3417
GO:0071071,3417
GO:0072492,6341
GO:0008396,9420
GO:0033783,9420
GO:0060740,9420
GO:0048298,8741
GO:0009258,10840
GO:0016155,10840
GO:0019145,10840
GO:0046655,10840
GO:0047105,10840
GO:0032618,11334
GO:0052567,11334
GO:0070945,11334
GO:0071609,11334
GO:0038039,9568
GO:0000003,8510
GO:0012510,9182
GO:0003846,8694
GO:0004144,8694
GO:0034379,8694
GO:0035336,8694
GO:0036155,8694
GO:0046339,8694
GO:0050252,8694
GO:0055089,8694
GO:0010742,8435
GO:0030299,8435
GO:0034435,8435
