Drug,Gene
DB06924,1357
DB07484,1357
DB07506,1357
DB02494,1357
DB03201,1357
DB07351,1357
DB08762,1357
DB03012,1357
DB00570,51174
DB02805,6035
DB08596,6035
DB01961,6035
DB03186,6035
DB00536,6035
DB01842,6035
DB03512,6035
DB02714,6035
DB03726,6035
DB03765,6035
DB04514,6035
DB02325,6035
DB00128,6035
DB02987,6035
DB04464,6035
DB08661,6035
DB02573,6035
DB03448,6035
DB03155,6035
DB03447,6035
DB03326,6035
DB04272,6035
DB02363,6035
DB01812,6035
DB02098,6035
DB01942,6035
DB03792,6035
DB03900,6035
DB01355,1137
DB01174,1137
DB00184,1137
DB00418,1137
DB01354,1137
DB00306,1137
DB01496,1137
DB00514,1137
DB01273,1137
DB00794,1137
DB00849,1137
DB00463,1137
DB00599,1137
DB00237,1137
DB00241,1137
DB01351,1137
DB05740,1137
DB01353,1137
DB00674,1137
DB01352,1137
DB00312,1137
DB00898,1137
DB05458,1137
DB09028,1137
DB01483,1137
DB00834,100861540
DB00834,1551
DB00318,100861540
DB00318,1551
DB01424,100861540
DB01424,1551
DB00490,100861540
DB00490,1551
DB01466,100861540
DB01466,1551
DB01181,100861540
DB01181,1551
DB01238,100861540
DB01238,1551
DB01201,100861540
DB01201,1551
DB00091,100861540
DB00091,1551
DB01149,100861540
DB01149,1551
DB00734,100861540
DB00734,1551
DB00224,100861540
DB00224,1551
DB00593,100861540
DB00593,1551
DB00908,100861540
DB00908,1551
DB01118,100861540
DB01118,1551
DB00962,100861540
DB00962,1551
DB01248,100861540
DB01248,1551
DB00938,100861540
DB00938,1551
DB00501,100861540
DB00501,1551
DB01167,100861540
DB01167,1551
DB06287,100861540
DB06287,1551
DB00813,100861540
DB00813,1551
DB00683,100861540
DB00683,1551
DB00802,100861540
DB00802,1551
DB00762,100861540
DB00762,1551
DB00877,100861540
DB00877,1551
DB01076,100861540
DB01076,1551
DB00252,100861540
DB00252,1551
DB00864,100861540
DB00864,1551
DB00396,100861540
DB00396,1551
DB00661,100861540
DB00661,1551
DB01114,100861540
DB01114,1551
DB01232,100861540
DB01232,1551
DB00675,100861540
DB00675,1551
DB00401,100861540
DB00401,1551
DB00907,100861540
DB00907,1551
DB00943,100861540
DB00943,1551
DB00468,100861540
DB00468,1551
DB00502,100861540
DB00502,1551
DB00731,100861540
DB00731,1551
DB00897,100861540
DB00897,1551
DB00425,100861540
DB00425,1551
DB01184,100861540
DB01184,1551
DB01268,100861540
DB01268,1551
DB01708,100861540
DB01708,1551
DB00705,100861540
DB00705,1551
DB00641,100861540
DB00641,1551
DB01026,100861540
DB01026,1551
DB00398,100861540
DB00398,1551
DB01058,100861540
DB01058,1551
DB00700,100861540
DB00700,1551
DB01216,100861540
DB01216,1551
DB01174,100861540
DB01174,1551
DB00199,100861540
DB00199,1551
DB00904,100861540
DB00904,1551
DB00582,100861540
DB00582,1551
DB01054,100861540
DB01054,1551
DB00842,100861540
DB00842,1551
DB00571,100861540
DB00571,1551
DB00531,100861540
DB00531,1551
DB00673,100861540
DB00673,1551
DB00921,100861540
DB00921,1551
DB00458,100861540
DB00458,1551
DB00656,100861540
DB00656,1551
DB00201,100861540
DB00201,1551
DB00537,100861540
DB00537,1551
DB00257,100861540
DB00257,1551
DB01388,100861540
DB01388,1551
DB01023,100861540
DB01023,1551
DB00203,100861540
DB00203,1551
DB00176,100861540
DB00176,1551
DB00246,100861540
DB00246,1551
DB00604,100861540
DB00604,1551
DB00741,100861540
DB00741,1551
DB00780,100861540
DB00780,1551
DB01211,100861540
DB01211,1551
DB00503,100861540
DB00503,1551
DB00829,100861540
DB00829,1551
DB00197,100861540
DB00197,1551
DB00647,100861540
DB00647,1551
DB01100,100861540
DB01100,1551
DB01234,100861540
DB01234,1551
DB00333,100861540
DB00333,1551
DB00717,100861540
DB00717,1551
DB00624,100861540
DB00624,1551
DB00541,100861540
DB00541,1551
DB00755,100861540
DB00755,1551
DB00343,100861540
DB00343,1551
DB00250,100861540
DB00250,1551
DB01115,100861540
DB01115,1551
DB00439,100861540
DB00439,1551
DB00196,100861540
DB00196,1551
DB00342,100861540
DB00342,1551
DB00976,100861540
DB00976,1551
DB00514,100861540
DB00514,1551
DB09102,100861540
DB09102,1551
DB00528,100861540
DB00528,1551
DB00619,100861540
DB00619,1551
DB05239,100861540
DB05239,1551
DB04946,100861540
DB04946,1551
DB01227,100861540
DB01227,1551
DB01166,100861540
DB01166,1551
DB01059,100861540
DB01059,1551
DB06730,100861540
DB06730,1551
DB01045,100861540
DB01045,1551
DB00564,100861540
DB00564,1551
DB00220,100861540
DB00220,1551
DB00404,100861540
DB00404,1551
DB01229,100861540
DB01229,1551
DB00588,100861540
DB00588,1551
DB05804,100861540
DB05804,1551
DB01224,100861540
DB01224,1551
DB06731,100861540
DB06731,1551
DB00381,100861540
DB00381,1551
DB08930,100861540
DB08930,1551
DB00497,100861540
DB00497,1551
DB00227,100861540
DB00227,1551
DB00281,100861540
DB00281,1551
DB00783,100861540
DB00783,1551
DB00637,100861540
DB00637,1551
DB00446,100861540
DB00446,1551
DB01708,55879
DB00371,55879
DB00402,55879
DB01595,55879
DB00237,55879
DB00690,55879
DB01049,55879
DB00306,55879
DB00801,55879
DB01437,55879
DB01028,55879
DB00292,55879
DB01205,55879
DB00628,55879
DB01189,55879
DB01236,55879
DB00404,55879
DB00463,55879
DB00683,55879
DB00818,55879
DB00241,55879
DB00659,55879
DB01107,55879
DB01215,55879
DB00186,55879
DB00312,55879
DB00753,55879
DB00898,55879
DB00475,55879
DB01588,55879
DB00897,55879
DB00273,55879
DB01589,55879
DB00231,55879
DB00228,55879
DB00829,55879
DB00189,55879
DB00794,55879
DB01068,55879
DB01558,55879
DB00334,55879
DB00543,55879
DB00349,55879
DB00842,55879
DB01159,55879
DB03981,9955
DB04272,9955
DB03959,9955
DB02264,9955
DB01812,9955
DB07124,5566
DB07107,5566
DB08149,5566
DB08569,5566
DB02155,5566
DB02482,5566
DB07859,5566
DB08756,5566
DB07458,5566
DB07855,5566
DB06977,5566
DB07996,5566
DB01919,5566
DB04098,5566
DB02611,5566
DB08073,5566
DB03374,5566
DB01940,5566
DB07997,5566
DB08162,5566
DB04522,5566
DB07204,5566
DB07235,5566
DB08150,5566
DB07876,5566
DB08846,5566
DB08114,5566
DB07857,5566
DB07856,5566
DB04530,5566
DB06959,5566
DB08568,5566
DB04707,5566
DB07858,5566
DB08148,5566
DB08070,5566
DB07947,5566
DB07860,5566
DB07995,5566
DB07854,5566
DB08231,5566
DB08113,5566
DB07583,5566
DB00143,2098
DB00102,5156
DB08896,5156
DB05146,5156
DB08901,5156
DB05216,5156
DB01268,5156
DB00619,5156
DB06589,5156
DB00188,5692
DB08515,5692
DB01520,2904
DB01708,2904
DB06741,2904
DB00289,2904
DB00312,2904
DB04896,2904
DB00949,2904
DB00996,2904
DB01043,2904
DB00418,2904
DB00659,2904
DB06151,2904
DB08954,2904
DB00502,2904
DB00142,2904
DB01174,2904
DB06738,2904
DB00454,2904
DB01215,2566
DB00231,2566
DB00753,2566
DB00228,2566
DB00241,2566
DB00794,2566
DB01049,2566
DB01236,2566
DB01189,2566
DB00402,2566
DB00306,2566
DB01068,2566
DB01028,2566
DB01107,2566
DB01559,2566
DB00543,2566
DB00818,2566
DB01437,2566
DB00186,2566
DB00829,2566
DB00897,2566
DB01205,2566
DB00292,2566
DB00189,2566
DB00237,2566
DB01595,2566
DB01589,2566
DB00404,2566
DB00628,2566
DB00273,2566
DB01708,2566
DB00801,2566
DB00371,2566
DB01588,2566
DB01567,2566
DB01594,2566
DB00842,2566
DB00349,2566
DB01159,2566
DB01381,2566
DB00312,2566
DB00546,2566
DB00659,2566
DB00683,2566
DB00690,2566
DB00463,2566
DB00334,2566
DB00475,2566
DB01558,2566
DB01221,4986
DB00611,4986
DB01209,4986
DB00921,4986
DB00370,4986
DB00318,4986
DB00652,4986
DB00321,4986
DB05155,4986
DB00704,4986
DB01548,4986
DB01497,4986
DB01183,4986
DB05104,4986
DB00647,4986
DB00708,4986
DB00854,4986
DB09272,4986
DB00193,4986
DB01565,4986
DB06800,4986
DB01439,4986
DB00295,4986
DB06274,4986
DB05443,4986
DB00825,4986
DB01535,4986
DB00497,4986
DB00899,4986
DB00454,4986
DB06148,4986
DB00327,4986
DB06204,4986
DB01452,4986
DB06738,4986
DB00813,4986
DB00396,4986
DB05046,4986
DB01571,4986
DB00836,4986
DB00514,4986
DB00844,4986
DB00922,5139
DB04880,5139
DB00201,5139
DB08811,5139
DB01166,5139
DB01303,5139
DB00277,5139
DB01223,5139
DB01427,5139
DB00261,5139
DB05266,5139
DB00235,5139
DB00586,1543
DB00518,1543
DB00624,1543
DB00889,1543
DB00325,1543
DB01129,1543
DB00851,1543
DB00643,1543
DB01234,1543
DB02709,1543
DB00605,1543
DB00381,1543
DB00755,1543
DB00170,1543
DB00162,1543
DB01169,1543
DB04975,1543
DB00908,1543
DB00457,1543
DB01087,1543
DB01065,1543
DB00571,1543
DB00208,1543
DB00277,1543
DB00338,1543
DB00613,1543
DB03783,1543
DB00526,1543
DB00165,1543
DB04840,1543
DB00530,1543
DB04841,1543
DB00317,1543
DB00448,1543
DB00972,1543
DB00804,1543
DB01115,1543
DB00201,1543
DB01013,1543
DB00176,1543
DB00898,1543
DB00740,1543
DB01136,1543
DB00466,1543
DB06176,1543
DB04957,1543
DB01393,1543
DB00203,1543
DB00356,1543
DB00428,1543
DB00502,1543
DB00693,1543
DB00316,1543
DB02342,1543
DB00499,1543
DB00882,1543
DB01254,1543
DB06770,1543
DB06292,1543
DB00783,1543
DB00633,1543
DB01041,1543
DB00636,1543
DB00655,1543
DB01407,1543
DB00470,1543
DB01026,1543
DB00694,1543
DB00468,1543
DB00188,1543
DB00675,1543
DB00363,1543
DB00818,1543
DB00396,1543
DB00608,1543
DB00539,1543
DB01388,1543
DB00730,1543
DB00568,1543
DB00682,1543
DB00169,1543
DB04905,1543
DB08846,1543
DB01095,1543
DB01059,1543
DB04871,1543
DB01167,1543
DB01092,1543
DB00197,1543
DB00738,1543
DB01118,1543
DB01174,1543
DB01064,1543
DB00184,1543
DB00575,1543
DB00553,1543
DB00054,2212
DB00073,2212
DB00005,2212
DB00056,2212
DB00051,2212
DB00078,2212
DB00075,2212
DB00108,2212
DB00092,2212
DB00028,2212
DB00111,2212
DB00081,2212
DB00002,2212
DB00095,2212
DB00074,2212
DB00087,2212
DB00110,2212
DB00112,2212
DB00072,2212
DB00051,2213
DB00078,2213
DB00002,2213
DB00056,2213
DB00108,2213
DB00111,2213
DB00112,2213
DB00005,2213
DB00098,2213
DB00073,2213
DB00054,2213
DB00110,2213
DB00075,2213
DB00092,2213
DB00081,2213
DB00072,2213
DB00028,2213
DB00087,2213
DB00074,2213
DB00095,2213
DB05238,673
DB08912,673
DB08896,673
DB05190,673
DB08553,673
DB00398,673
DB08881,673
DB06999,673
DB07000,673
DB04335,4860
DB03101,4860
DB02796,4860
DB04076,4860
DB03551,4860
DB04757,4860
DB02391,4860
DB04754,4860
DB00242,4860
DB01667,4860
DB02377,4860
DB02230,4860
DB04753,4860
DB00900,4860
DB02857,4860
DB03609,4860
DB02568,4860
DB04260,4860
DB03881,4860
DB02222,4860
DB05030,3791
DB07274,3791
DB08042,3791
DB07537,3791
DB05146,3791
DB08875,3791
DB09079,3791
DB06101,3791
DB07334,3791
DB06626,3791
DB06589,3791
DB05153,3791
DB01268,3791
DB07514,3791
DB06080,3791
DB04849,3791
DB05578,3791
DB05075,3791
DB08901,3791
DB07333,3791
DB00398,3791
DB06938,3791
DB07326,3791
DB09078,3791
DB04879,3791
DB04727,3791
DB07183,3791
DB05014,3791
DB05198,3791
DB07528,3791
DB08519,3791
DB08896,3791
DB00162,216
DB00755,216
DB00157,216
DB04447,216
DB00373,153
DB00182,153
DB00598,153
DB00408,153
DB01359,153
DB06726,153
DB01064,153
DB01363,153
DB00264,153
DB00368,153
DB04861,153
DB01210,153
DB08807,153
DB00521,153
DB00217,153
DB01365,153
DB01118,153
DB04855,153
DB01001,153
DB06216,153
DB01136,153
DB00866,153
DB01297,153
DB01214,153
DB00221,153
DB00726,153
DB01102,153
DB00397,153
DB00571,153
DB01291,153
DB00335,153
DB00195,153
DB00370,153
DB00321,153
DB06262,153
DB00187,153
DB00612,153
DB01203,153
DB09068,153
DB04846,153
DB08558,153
DB00852,153
DB00841,153
DB01295,153
DB01580,153
DB08808,153
DB00334,153
DB01193,153
DB00540,153
DB00489,153
DB01407,153
DB01288,153
DB08347,153
DB00668,153
DB00960,153
DB00248,153
DB01151,153
DB01223,1544
DB04574,1544
DB06594,1544
DB05283,1544
DB01094,1544
DB01065,1544
DB00476,1544
DB00978,1544
DB00831,1544
DB01095,1544
DB01058,1544
DB01165,1544
DB00758,1544
DB06413,1544
DB00850,1544
DB01110,1544
DB00934,1544
DB01403,1544
DB00918,1544
DB00472,1544
DB01079,1544
DB00458,1544
DB01182,1544
DB01388,1544
DB00544,1544
DB00623,1544
DB01100,1544
DB00487,1544
DB04816,1544
DB00539,1544
DB00763,1544
DB00170,1544
DB00503,1544
DB00363,1544
DB00370,1544
DB00998,1544
DB01241,1544
DB01407,1544
DB00806,1544
DB00882,1544
DB01142,1544
DB00740,1544
DB00184,1544
DB01104,1544
DB00772,1544
DB01045,1544
DB00396,1544
DB01131,1544
DB00619,1544
DB01628,1544
DB00678,1544
DB00575,1544
DB00549,1544
DB00540,1544
DB01028,1544
DB01623,1544
DB04946,1544
DB00629,1544
DB00898,1544
DB00974,1544
DB06712,1544
DB01174,1544
DB05708,1544
DB00744,1544
DB00047,1544
DB00537,1544
DB00257,1544
DB00246,1544
DB00238,1544
DB01007,1544
DB00972,1544
DB00615,1544
DB01367,1544
DB00046,1544
DB00261,1544
DB00316,1544
DB02709,1544
DB00969,1544
DB00397,1544
DB01424,1544
DB01355,1544
DB00773,1544
DB00851,1544
DB00526,1544
DB00208,1544
DB00857,1544
DB01435,1544
DB00607,1544
DB00398,1544
DB00477,1544
DB00778,1544
DB00401,1544
DB01645,1544
DB00368,1544
DB06803,1544
DB00268,1544
DB01412,1544
DB08864,1544
DB00571,1544
DB01184,1544
DB07453,1544
DB00300,1544
DB06216,1544
DB00783,1544
DB00315,1544
DB00682,1544
DB00191,1544
DB00625,1544
DB00357,1544
DB00297,1544
DB01137,1544
DB00967,1544
DB00738,1544
DB00724,1544
DB00381,1544
DB00730,1544
DB00435,1544
DB00467,1544
DB00668,1544
DB00215,1544
DB00333,1544
DB01041,1544
DB00428,1544
DB06148,1544
DB01087,1544
DB01217,1544
DB01136,1544
DB00655,1544
DB01097,1544
DB00382,1544
DB01013,1544
DB00788,1544
DB06820,1544
DB01166,1544
DB00951,1544
DB00633,1544
DB00412,1544
DB00188,1544
DB00418,1544
DB01544,1544
DB00213,1544
DB05812,1544
DB00904,1544
DB01306,1544
DB01075,1544
DB00661,1544
DB01191,1544
DB08910,1544
DB01029,1544
DB06292,1544
DB06290,1544
DB01156,1544
DB00980,1544
DB06774,1544
DB00388,1544
DB01405,1544
DB00400,1544
DB00675,1544
DB01200,1544
DB00572,1544
DB00679,1544
DB00339,1544
DB00818,1544
DB01283,1544
DB00924,1544
DB01118,1544
DB00313,1544
DB00499,1544
DB00908,1544
DB00176,1544
DB01129,1544
DB01002,1544
DB00281,1544
DB01056,1544
DB08867,1544
DB00262,1544
DB00863,1544
DB06605,1544
DB00705,1544
DB00379,1544
DB00502,1544
DB00564,1544
DB00518,1544
DB05215,1544
DB00325,1544
DB06732,1544
DB00696,1544
DB00199,1544
DB00752,1544
DB00448,1544
DB00532,1544
DB00605,1544
DB01026,1544
DB00829,1544
DB09570,1544
DB00917,1544
DB00420,1544
DB01303,1544
DB05291,1544
DB00988,1544
DB01037,1544
DB04841,1544
DB00461,1544
DB00207,1544
DB01211,1544
DB00737,1544
DB00334,1544
DB00356,1544
DB00745,1544
DB00377,1544
DB03783,1544
DB00286,1544
DB00201,1544
DB00277,1544
DB04871,1544
DB00921,1544
DB01309,1544
DB09330,1544
DB00533,1544
DB00220,1544
DB01307,1544
DB01601,1544
DB01418,1544
DB06626,1544
DB00673,1544
DB01059,1544
DB00697,1544
DB01151,1544
DB01242,1544
DB01621,1544
DB00321,1544
DB00195,1544
DB00338,1544
DB00468,1544
DB00296,1544
DB06589,1544
DB01558,1544
DB00523,1544
DB00976,1544
DB05271,1544
DB00030,1544
DB01115,1544
DB00365,1544
DB00586,1544
DB00530,1544
DB00501,1544
DB06770,1544
DB05278,1544
DB00794,1544
DB00604,1544
DB00694,1544
DB00071,1544
DB01254,1544
DB01171,1544
DB00553,1544
DB00953,1544
DB00384,1544
DB08881,1544
DB06210,1544
DB01012,1544
DB04920,1544
DB00568,1544
DB00425,1544
DB00255,1559
DB01156,1559
DB06605,1559
DB04841,1559
DB01171,1559
DB03783,1559
DB00763,1559
DB00641,1559
DB00921,1559
DB01221,1559
DB00744,1559
DB00988,1559
DB01361,1559
DB06292,1559
DB00904,1559
DB00532,1559
DB01015,1559
DB00613,1559
DB00188,1559
DB00972,1559
DB00177,1559
DB06741,1559
DB01177,1559
DB00231,1559
DB01018,1559
DB06697,1559
DB00313,1559
DB00333,1559
DB00715,1559
DB00576,1559
DB04831,1559
DB01029,1559
DB04898,1559
DB01232,1559
DB00531,1559
DB00936,1559
DB00224,1559
DB04856,1559
DB00191,1559
DB00946,1559
DB00201,1559
DB00196,1559
DB01424,1559
DB00554,1559
DB00916,1559
DB00655,1559
DB00404,1559
DB00448,1559
DB00220,1559
DB00668,1559
DB00679,1559
DB00374,1559
DB00402,1559
DB00983,1559
DB00731,1559
DB00625,1559
DB01176,1559
DB00678,1559
DB01274,1559
DB00586,1559
DB00175,1559
DB00472,1559
DB08439,1559
DB00758,1559
DB08875,1559
DB00549,1559
DB00328,1559
DB01050,1559
DB01154,1559
DB00418,1559
DB00468,1559
DB01097,1559
DB06204,1559
DB04920,1559
DB00420,1559
DB01067,1559
DB00835,1559
DB00257,1559
DB00672,1559
DB00604,1559
DB00673,1559
DB00203,1559
DB00327,1559
DB06268,1559
DB00897,1559
DB00788,1559
DB06725,1559
DB01181,1559
DB00667,1559
DB01110,1559
DB01191,1559
DB00514,1559
DB00470,1559
DB01079,1559
DB00540,1559
DB00794,1559
DB00342,1559
DB00617,1559
DB01076,1559
DB00347,1559
DB00263,1559
DB01601,1559
DB00876,1559
DB01142,1559
DB01023,1559
DB00745,1559
DB08828,1559
DB00675,1559
DB01628,1559
DB00533,1559
DB00544,1559
DB09280,1559
DB00338,1559
DB05109,1559
DB01381,1559
DB01198,1559
DB00991,1559
DB04725,1559
DB01435,1559
DB02507,1559
DB00559,1559
DB04574,1559
DB01117,1559
DB00967,1559
DB01104,1559
DB00266,1559
DB00943,1559
DB01229,1559
DB00250,1559
DB00213,1559
DB00582,1559
DB06414,1559
DB01028,1559
DB00945,1559
DB06803,1559
DB00471,1559
DB00580,1559
DB00501,1559
DB01128,1559
DB00359,1559
DB01136,1559
DB00829,1559
DB00701,1559
DB01241,1559
DB01138,1559
DB00857,1559
DB01418,1559
DB00439,1559
DB01411,1559
DB01016,1559
DB09080,1559
DB00252,1559
DB01039,1559
DB01045,1559
DB00482,1559
DB01195,1559
DB01007,1559
DB00624,1559
DB00783,1559
DB01394,1559
DB00703,1559
DB06738,1559
DB00755,1559
DB00814,1559
DB00712,1559
DB00277,1559
DB01240,1559
DB01355,1559
DB00870,1559
DB00197,1559
DB01174,1559
DB00822,1559
DB00238,1559
DB00969,1559
DB00665,1559
DB01032,1559
DB00603,1559
DB01118,1559
DB00425,1559
DB01357,1559
DB06209,1559
DB00396,1559
DB00307,1559
DB01201,1559
DB01698,1559
DB06820,1559
DB09570,1559
DB00752,1559
DB04868,1559
DB01217,1559
DB01075,1559
DB00281,1559
DB00748,1559
DB00784,1559
DB04557,1559
DB08860,1559
DB01101,1559
DB06413,1559
DB00334,1559
DB00726,1559
DB01132,1559
DB00316,1559
DB00227,1559
DB06729,1559
DB00951,1559
DB01234,1559
DB00898,1559
DB00818,1559
DB00891,1559
DB01182,1559
DB00682,1559
DB09068,1559
DB00444,1559
DB01589,1559
DB01041,1559
DB08798,1559
DB08899,1559
DB00749,1559
DB01120,1559
DB00843,1559
DB00495,1559
DB00619,1559
DB01159,1559
DB00091,1559
DB01098,1559
DB00317,1559
DB00647,1559
DB00323,1559
DB00285,1559
DB01129,1559
DB00259,1559
DB00321,1559
DB08896,1559
DB06150,1559
DB01544,1559
DB00568,1559
DB01036,1559
DB01095,1559
DB01037,1559
DB00622,1559
DB00446,1559
DB01072,1559
DB00343,1559
DB00440,1559
DB00515,1559
DB01124,1559
DB01144,1559
DB03317,1559
DB00502,1559
DB06712,1559
DB00222,1559
DB01065,1559
DB00503,1559
DB00705,1559
DB00796,1559
DB00469,1559
DB00661,1559
DB00812,1559
DB00363,1559
DB00908,1559
DB00370,1559
DB01115,1559
DB01131,1559
DB04938,1559
DB01026,1559
DB09048,1559
DB00850,1559
DB00869,1559
DB00214,1559
DB01320,1559
DB00208,1559
DB01283,1559
DB00216,1559
DB00564,1559
DB00205,1559
DB00412,1559
DB00455,1559
DB00757,1559
DB00176,1559
DB01069,1559
DB01009,1559
DB00184,1559
DB00062,1559
DB00907,1559
DB06594,1559
DB00169,1559
DB00381,1559
DB00398,1559
DB01247,4128
DB00988,4128
DB01577,4128
DB00953,4128
DB07641,4128
DB04850,4128
DB01037,4128
DB01171,4128
DB00909,4128
DB00140,4128
DB00397,4128
DB00918,4128
DB07919,4128
DB01445,4128
DB00752,4128
DB00805,4128
DB06774,4128
DB00669,4128
DB00614,4128
DB01442,4128
DB01472,4128
DB06412,4128
DB05205,4128
DB01626,4128
DB00601,4128
DB00852,4128
DB04821,4128
DB00952,4128
DB04832,4128
DB00315,4128
DB04820,4128
DB00184,4128
DB03147,4128
DB00721,4128
DB01104,4128
DB00624,4128
DB08804,4128
DB00780,4128
DB00191,4128
DB00388,4128
DB04017,4128
DB01363,4128
DB04551,5313
DB00119,5313
DB02726,5313
DB05387,4313
DB00786,4313
DB04866,4313
DB01630,4313
DB01197,4313
DB03865,3249
DB00522,3249
DB03297,3249
DB03643,3249
DB00036,3249
DB04405,4321
DB00551,4321
DB05387,4321
DB07026,4321
DB08271,4321
DB07921,4321
DB07922,4321
DB03880,4321
DB00786,4321
DB03367,4321
DB02118,4321
DB07446,4321
DB07683,4321
DB07556,4321
DB08599,4321
DB07920,4321
DB04322,4522
DB00116,4522
DB03461,4522
DB00157,4522
DB02358,4522
DB01357,2099
DB06871,2099
DB03742,2099
DB01183,2099
DB06927,2099
DB00977,2099
DB00783,2099
DB07712,2099
DB07678,2099
DB07991,2099
DB07708,2099
DB00255,2099
DB00890,2099
DB00304,2099
DB08320,2099
DB05662,2099
DB01431,2099
DB03802,2099
DB01065,2099
DB00481,2099
DB07086,2099
DB04574,2099
DB00823,2099
DB01406,2099
DB01196,2099
DB08020,2099
DB07933,2099
DB00539,2099
DB00294,2099
DB07707,2099
DB04471,2099
DB08737,2099
DB06898,2099
DB08773,2099
DB01645,2099
DB04938,2099
DB02615,2099
DB01185,2099
DB04468,2099
DB02715,2099
DB05882,2099
DB07567,2099
DB08048,2099
DB08595,2099
DB00655,2099
DB01108,2099
DB00367,2099
DB00882,2099
DB00675,2099
DB00947,2099
DB06401,2099
DB00603,2099
DB04575,2099
DB05233,2099
DB07087,2099
DB01708,2099
DB00957,2099
DB05338,2099
DB00286,2099
DB08398,2099
DB00396,2099
DB08047,2099
DB00269,2099
DB05487,2099
DB07195,2099
DB07932,2099
DB04573,2099
DB07638,2099
DB07616,27306
DB08313,27306
DB00143,27306
DB07613,27306
DB08790,27306
DB08695,27306
DB07614,27306
DB07615,27306
DB07917,27306
DB04077,27306
DB01897,27306
DB01011,1548
DB07621,1548
DB00470,1548
DB01435,1548
DB01118,1548
DB00363,1548
DB01028,1548
DB01174,1548
DB06729,1548
DB00604,1548
DB01361,1548
DB00568,1548
DB04871,1548
DB00495,1548
DB00636,1548
DB00396,1548
DB00755,1548
DB01213,1548
DB01026,1548
DB00752,1548
DB09068,1548
DB01236,1548
DB01151,1548
DB00818,1548
DB00882,1548
DB00675,1548
DB01544,1548
DB00553,1548
DB00313,1548
DB04953,1548
DB07617,1548
DB00255,1548
DB01006,1548
DB01085,1548
DB00184,1548
DB01159,1548
DB00182,1548
DB01043,1548
DB00690,1548
DB01156,1548
DB01045,1548
DB00531,1548
DB01274,1548
DB01191,1548
DB07623,1548
DB00316,1548
DB01059,1548
DB00860,1548
DB01234,1548
DB04841,1548
DB00471,1548
DB00921,1548
DB01181,1548
DB00763,1548
DB00170,1548
DB00216,1548
DB01110,1548
DB00983,1548
DB06712,1548
DB00972,1548
DB00544,1548
DB00356,1548
DB01115,1548
DB00207,1548
DB00257,1548
DB00951,1548
DB01351,1548
DB00412,1548
DB03783,1548
DB06292,1548
DB00281,1548
DB04665,1548
DB07609,1548
DB00238,1548
DB01037,1548
DB00381,1548
DB04977,1548
DB00312,1548
DB00939,3785
DB00586,3785
DB04953,3785
DB00321,3785
DB06089,3785
DB01587,2563
DB00794,2563
DB01205,2563
DB00349,2563
DB00241,2563
DB00237,2563
DB01236,2563
DB00228,2563
DB01189,2563
DB00371,2563
DB01028,2563
DB00306,2563
DB00231,2563
DB00404,2563
DB00753,2563
DB00659,2563
DB00543,2563
DB01594,2563
DB01595,2563
DB01589,2563
DB00842,2563
DB00292,2563
DB00683,2563
DB01708,2563
DB00546,2563
DB00312,2563
DB00189,2563
DB00463,2563
DB01437,2563
DB01567,2563
DB01049,2563
DB01559,2563
DB01558,2563
DB00897,2563
DB00898,2563
DB01068,2563
DB01588,2563
DB01107,2563
DB00628,2563
DB00801,2563
DB00475,2563
DB00186,2563
DB00273,2563
DB00334,2563
DB01215,2563
DB00818,2563
DB00690,2563
DB01159,2563
DB00402,2563
DB00829,2563
DB00201,5142
DB00824,5142
DB01791,5142
DB01656,5142
DB05219,5142
DB00806,5142
DB03807,5142
DB00920,5142
DB01113,5142
DB05266,5142
DB01427,5142
DB05676,5142
DB06909,5142
DB03606,5142
DB04149,5142
DB01088,5142
DB01959,5142
DB03849,5142
DB01954,5142
DB03349,5142
DB00651,5142
DB01647,5142
DB02660,5142
DB08299,5142
DB00277,5142
DB00131,5142
DB01412,5142
DB04530,5142
DB04444,51727
DB03664,51727
DB00441,51727
DB03435,51727
DB03403,51727
DB00709,51727
DB03501,2683
DB02696,2683
DB03685,2683
DB03013,2683
DB03814,2683
DB00141,2683
DB09068,1577
DB01167,1577
DB00683,1577
DB00889,1577
DB00976,1577
DB01149,1577
DB00780,1577
DB01054,1577
DB06419,1577
DB00514,1577
DB00582,1577
DB00813,1577
DB00503,1577
DB00604,1577
DB00972,1577
DB00762,1577
DB01059,1577
DB06730,1577
DB00541,1577
DB00877,1577
DB01227,1577
DB00575,1577
DB00199,1577
DB00444,1577
DB00897,1577
DB00655,1577
DB01103,1577
DB01023,1577
DB01058,1577
DB00468,1577
DB06335,1577
DB00203,1577
DB08901,1577
DB04856,1577
DB01218,1577
DB01174,1577
DB01062,1577
DB06731,1577
DB00593,1577
DB00278,1577
DB09102,1577
DB00564,1577
DB00446,1577
DB06287,1577
DB00425,1577
DB06267,1577
DB01126,1577
DB06228,1577
DB00921,1577
DB00091,1577
DB00318,1577
DB00864,1577
DB01076,1577
DB00381,1577
DB00497,1577
DB00731,1577
DB00773,1577
DB00829,1577
DB00224,1577
DB00694,1577
DB08883,1577
DB04957,1577
DB06176,1577
DB01267,1577
DB00246,1577
DB00741,1577
DB00321,1577
DB00343,1577
DB00396,1577
DB09053,1577
DB00938,1577
DB00622,1577
DB00734,1577
DB00608,1577
DB00637,1577
DB00490,1577
DB00252,1577
